chr	start	end	H3K4me1	H3K4me3	H3K9ac	H3K9me3	H3K27me3	H3K36me3
1	227408012	227408012	1.2986518723281	-1.12889568625576	-0.454450804178425	1.50262540838302	-0.772227844052917	-1.02124196526097
1	227408125	227408125	-0.668599214081129	-0.201653941598395	-0.616061838178762	0.692802269576621	1.29620552798489	0.875842554002323
1	227408125	227408125	2.27723023905545	1.24980455468294	0.534772467754048	1.62331785368974	0.586189216099909	-0.863064356294328
1	227408203	227408203	-0.430828092524818	-1.32643976156244	-1.06345132805639	-0.419549748200746	-0.433416407562424	1.20303719213979
1	227408217	227408217	0.80770373947162	0.482571220866288	-0.0084751691142782	1.92172462410241	0.186537468531459	-1.0449474028518
1	227408261	227408261	0.688602474901384	-0.09286816327699	-1.11353648796842	0.646837588720326	0.0331539764863783	0.704399872290333
1	227408265	227408265	0.349217312876557	-0.0187989540567065	-0.161383555091053	0.545777312169899	-2.15744753948157	-0.447875571825442
1	227408383	227408383	1.4314126897558	0.105397626580385	-0.657576264142985	0.365402485990059	-0.838521347128827	0.138317341489461
1	227408489	227408489	0.843902492187887	-0.94269279929877	1.18990744536876	1.75022709129774	0.092182998072068	-0.5405953764276
1	227408509	227408509	-0.834145260437349	-1.76168962400508	1.54742351433231	-0.220687889819879	-1.02663792257261	0.458158320612521
1	227408534	227408534	0.138791391024134	-0.342022353337568	-0.508170004933463	-1.05399830967871	-0.199734266453691	0.256121280966471
1	227408546	227408546	0.610897204020324	0.483465208501417	-0.106301847190061	-0.902299321803193	-0.339390306660303	-1.11470573663652
1	227408551	227408551	2.84045457446804	0.770435435816956	0.462183221321453	0.90476122526069	1.09737214824813	0.519546271475649
1	227408579	227408579	0.798800566464204	-0.519089544796983	-0.113924595494241	1.41606018521103	0.538162961927741	-0.315805593043319
1	227408603	227408603	1.32216032984732	1.29880766580121	0.232538618811138	-0.168730894994202	-0.406539631922319	-1.11485303900711
1	227408722	227408722	-0.856061689938795	-0.0391634243087467	-0.228677709233569	2.18353940980489	0.601485205836181	0.0655137039395337
1	227408793	227408793	-0.475989217786351	0.393013403249061	0.238761758496015	0.386410539070556	0.973113257573975	0.334742669025883
1	227408818	227408818	1.53240056260032	0.434469495263076	0.678787084086195	0.79447504687501	0.093182627740808	0.242723397544113
1	227408864	227408864	0.355689867193946	1.93937672974102	0.494659938310221	1.97350662451154	0.395690539608528	-0.430657692686328
1	227408904	227408904	1.36173499568902	0.435466915822365	-0.273623616105073	-0.180429991208429	0.872774962314218	-0.258516347783731
1	227409074	227409074	0.472768862223063	-0.147729156635343	0.814622893449157	-1.05868243886244	-2.52514230519137	2.01513540320969
1	227409075	227409075	-0.517431350177198	0.0593544561783229	0.244856923720898	-1.56540921924902	0.456453118010021	-1.26633747914778
1	227409188	227409188	-1.10812842132471	-0.841945165280578	-0.585694448390293	-0.329209471777002	2.03597066930728	-0.113960520628821
1	227409235	227409235	-1.58200658791785	1.94932518061666	-0.781104264528998	1.37671753069423	-0.678628650092777	-0.516643188385438
1	227409330	227409330	0.77866020441264	0.987304516777949	-0.133944102509032	0.676305124916582	0.124205944491428	1.0617703322651
1	227409395	227409395	-0.686019138517503	-0.839342932170385	2.53107497275747	-0.511930815400875	-1.82578549377763	-0.582368817266497
1	227409448	227409448	-1.25319562488939	-1.00335268907385	-0.445062498995164	-0.160419139787231	0.714249387260267	-1.36624431104158
1	227409474	227409474	0.419123248180262	-0.702321727319707	1.38283608546145	-0.013623038203525	0.214236838172917	0.472742001404626
1	227409527	227409527	0.238249411177581	1.14152519231604	-0.237767603527805	1.78523457747375	-0.983183160580964	1.40176330118303
1	227409584	227409584	-1.05065664581857	-0.0898012423059924	0.875695366370042	-1.79761284992748	0.650884471334438	-1.19720192923637
1	227409622	227409622	-1.057341244378	-1.02383260774949	-0.225307092999114	0.773979453088177	0.368314850850112	0.443308162056665
1	227409628	227409628	1.08098040172016	0.439636518364889	-0.922217753284898	-0.923268244864307	-0.338651895013038	-1.59014777690785
1	227409668	227409668	1.06364814731884	-0.654297602100887	-2.02314042186829	-1.09442264556805	-0.521032398156911	-0.651565013287704
1	227409714	227409714	-1.40501155032306	-1.14308858943047	1.18915518731515	0.516520016549558	-1.54726251224734	1.93160496786438
1	227409718	227409718	1.51222115942434	0.646169974439042	0.289183405986705	-0.607234522475369	0.0892254137831826	0.819577901923961
1	227409780	227409780	-0.815290949270324	1.23382740560197	-0.351460679407714	-0.951956059511239	-1.40580672710629	-2.23930028855325
1	227409782	227409782	0.106054752427133	1.50105667764175	-1.20606563113954	-0.273942116576467	1.30663697451795	1.46646699087529
1	227409788	227409788	0.228961573698114	-0.654911854965312	0.848241724993833	-0.486614548248062	-0.815732074062463	-0.892211043316337
1	227409795	227409795	0.684063660002426	0.656264587002495	1.31216952135672	0.230594850803166	0.601848502929879	1.6408707281701
1	227409944	227409944	2.07983336601139	-1.12493647633539	0.389813582296044	-0.684441385777539	-0.127945338878601	0.783591826670182
1	227409980	227409980	0.548607399625883	-1.27777108438547	0.606856141776771	-0.536048277042787	1.27782817194558	-1.12102288870848
1	227410097	227410097	-0.370348219886713	0.829168847884294	1.23574679319014	-1.41791749825164	-0.254412501866525	1.02138684523295
1	227410123	227410123	1.83890309264071	0.233494621536401	-1.04265648600814	2.05791532349872	-0.267623242950362	0.0771005763048588
1	227410181	227410181	-2.20626564222633	0.56401049415368	-1.41857620308984	0.47177794228101	-1.14486925934594	-0.773041091293351
1	227410221	227410221	-1.1280656445964	0.0902701262239831	0.551874091249448	-0.913855040885298	-0.366037858245572	1.0780837030603
1	227410237	227410237	0.487178912992039	-1.14167117823772	-0.150072247638066	0.139099142459523	-0.431219076315177	0.314718149248239
1	227410291	227410291	0.103612772399369	0.0289929016755034	2.08748576557396	-1.29528703333083	0.909406624055795	-0.637174117953729
1	227410355	227410355	0.147045669668726	-0.423202475745952	-0.595721533347918	0.00480064518845376	-1.66678351275262	0.477311979509733
1	227410370	227410370	-1.52384465988661	0.305149714577076	-0.586361459102784	1.61320799025436	0.907210988564292	2.16498551524797
1	227410420	227410420	-0.426408723433964	1.3668636998529	-1.65562631442338	1.4656140896854	0.328974940879643	0.250124013819719
1	227410468	227410468	1.32097362213748	0.532977175453662	-0.646361045668442	-0.297239334439546	-0.648352875326721	-0.514462920901591
1	227410695	227410695	-0.511356321364456	-0.297151373912599	-1.04646505446615	2.59051704494878	-1.13415171424174	-1.6052200131115
1	227410743	227410743	-0.507451031441284	0.70660523569995	0.138118316661707	0.00751901927906211	0.874987433071193	0.379823541913085
1	227410745	227410745	-0.104282376418609	-0.7925311539357	0.268950765476541	0.121981430259785	0.808427941205707	0.00258277184006473
1	227410765	227410765	-1.66077957832538	0.339901985111838	-0.77210504446092	0.619618648433494	1.46176695409894	0.951911948568779
1	227410827	227410827	1.77401065735172	-0.193239192229036	-0.234854749601543	0.132835785647934	0.900455585626959	-0.136594719149869
1	227410987	227410987	-0.013220096451317	0.847829263358896	0.156363989208899	-2.21307474646212	-2.22440250190407	-0.138635250323412
1	227411039	227411039	-0.404684863170124	0.384136677443149	-0.244223144474074	1.36766385599325	0.190998830943499	-0.628244438426747
1	227411052	227411052	-0.82797779654735	1.12715301536619	0.520340065205721	0.168501924226187	0.767722249692619	1.97110704253845
1	227411065	227411065	-0.541477499148178	0.757750546919935	-0.720658919174752	-0.221740245472207	0.813961693798627	1.78163070411861
1	227411264	227411264	-0.0629175341680683	-1.69983454087954	2.67354342357126	-1.1359149955869	0.879012615658769	-0.857760084318238
1	227411313	227411313	1.23116437252615	0.0686341217814249	-0.809414920174753	-0.153438537175918	0.0247683101121832	0.0523375056594489
1	227411314	227411314	0.320473614331378	-0.014705557017597	-0.112945936413124	1.11465723789647	0.155171206749103	-0.223839670800605
1	227411329	227411329	-0.0526885031372229	0.253599318921576	-1.20378342114305	-1.24011246625163	0.976705051051946	-1.15913263041244
1	227411378	227411378	1.10808982181838	-1.22078460218965	0.636456092938776	1.00329879653681	0.00929847957014857	-0.152144643781781
1	227411405	227411405	-0.341696998861221	1.6762774017623	-0.787727988236002	0.498315002169972	0.291428401558737	0.768730998038487
1	227411473	227411473	-0.885669414036209	-1.60855962765575	-0.268281205097821	0.327593513334569	0.864451849096591	-0.903081132902622
1	227411498	227411498	-0.16158784947162	0.763524976258514	0.240366155381742	-0.118238400962719	0.0911855836875918	0.152238714304111
